Y1,YY1,INCOME,DEBT,LIQ,ASSET,NETWORTH,CCBAL,CONSPAY,FOODHOME,FOODAWAY,AGE,EDUC,FAMSTRUCT,HOUSECL,FINLIT,DEBT2INC,EXPENSHILO,WGT
024051,2405,298375.15,278308.46,14444.12,128353.42,-149955.05,2519.4,3695.59,9169.21,2229.84,37,16,1,1,2,0.9327,1,39374.97
024061,2406,221109.86,137102.89,6804.5,903082.71,765979.82,0.0,2361.03,7523.09,4990.12,49,10,4,1,2,0.6201,3,18728.95
024071,2407,20545.08,10831.13,353.09,4539.67,-6291.46,844.42,79.25,5333.92,2682.07,28,15,1,1,3,0.5272,3,27052.2
024081,2408,139631.09,27576.22,12240.68,195074.48,167498.26,182.01,234.85,4903.11,1971.38,24,17,3,1,1,0.1975,3,11541.97
024091,2409,137345.77,180983.06,8205.37,113528.37,-67454.69,3833.78,5301.44,7771.63,5403.87,49,16,1,2,3,1.3177,3,5828.59
024101,2410,23542.51,29506.67,361.57,34690.4,5183.72,5665.17,691.42,5331.19,3766.76,43,8,3,2,3,1.2533,2,15375.45
024111,2411,138261.19,2258.18,58895.7,156564.76,154306.59,1593.09,60.68,6076.13,3664.52,52,12,5,1,1,0.0163,1,41514.1
024121,2412,264114.69,176424.03,12847.54,194753.2,18329.17,2388.29,5165.5,4977.76,4567.44,85,13,1,1,2,0.668,1,39198.22
024131,2413,24093.8,9076.53,409.68,144003.52,134926.99,0.0,131.19,4886.76,3364.75,47,15,5,1,2,0.3767,2,14078.79
024141,2414,28976.7,22638.33,1128.9,1526504.0,1503865.67,1794.71,502.49,3553.58,1636.23,57,14,2,2,3,0.7813,1,5946.23
024151,2415,165362.5,68540.81,1780.6,74271.94,5731.13,0.0,658.03,8737.65,3050.59,27,10,2,2,3,0.4145,3,41933.83
024161,2416,84486.39,16580.03,1778.32,64118.27,47538.25,0.0,311.57,5209.69,520.98,77,15,1,1,0,0.1962,2,32188.53
024171,2417,108698.0,70105.65,8328.93,53946.66,-16158.99,2031.3,718.37,6269.16,5844.95,70,16,2,2,3,0.645,3,7192.85
024181,2418,89906.93,113581.14,847.73,138085.23,24504.09,0.0,1023.45,6982.19,1281.74,53,12,1,1,0,1.2633,2,36415.16
024191,2419,94054.18,57767.8,37445.66,94508.74,36740.94,0.0,431.01,8713.68,7387.18,33,10,5,1,2,0.6142,3,27430.53
024201,2420,20053.82,20219.58,32287.85,93360.15,73140.57,2921.75,394.15,4882.14,1921.93,48,16,1,2,2,1.0083,3,9476.35
024211,2421,169835.56,1021.98,14984.49,76481.56,75459.59,679.41,29.38,1393.76,4732.72,40,15,3,1,2,0.006,2,4007.3
024221,2422,189592.25,76274.63,5322.16,54249.28,-22025.35,0.0,614.43,6181.77,7255.82,89,16,3,1,2,0.4023,3,42487.34
024231,2423,53827.96,24717.24,26566.48,50594.86,25877.62,0.0,433.98,6998.32,4022.68,51,14,2,1,2,0.4592,3,16381.71
024241,2424,63631.93,69175.7,2990.79,115092.27,45916.58,0.0,1534.09,4918.14,2855.74,47,13,5,1,1,1.0871,3,28732.48
024251,2425,16680.63,2449.38,1333.98,40377.36,37927.98,0.0,42.61,7096.51,3564.72,32,17,1,1,3,0.1468,3,10009.13
024261,2426,105117.0,129588.42,41864.66,192184.3,62595.89,0.0,3601.83,6001.01,1769.33,37,16,4,2,0,1.2328,2,34888.4
024271,2427,110730.18,49879.41,8704.34,79400.85,29521.44,1675.06,456.77,5297.31,0.0,64,13,1,2,2,0.4505,3,5548.72
024281,2428,62569.18,59690.44,1434.68,34962.73,-24727.71,0.0,334.51,8652.4,4692.3,53,17,1,2,3,0.954,3,42308.06
024291,2429,182028.4,12744.37,2317.08,628404.7,615660.33,2855.27,185.79,5358.72,0.0,44,17,5,1,3,0.07,3,29643.37
024301,2430,48987.99,9083.37,1305.62,52661.31,43577.94,2801.72,171.56,9313.85,763.2,40,12,3,1,3,0.1854,3,7685.98
024311,2431,109990.07,65609.74,187196.61,339592.13,273982.39,2458.3,745.5,6066.05,3615.18,34,16,3,2,2,0.5965,3,29125.81
024321,2432,26431.24,143.27,4951.16,25903.92,25760.64,0.0,1.32,4336.4,2180.5,21,9,1,2,3,0.0054,3,22690.74
024331,2433,64783.3,35269.19,6528.86,9397.78,-25871.41,5023.81,886.0,2188.45,4481.24,86,12,1,1,3,0.5444,1,15861.35
024341,2434,56561.35,677.29,18001.21,43579.55,42902.26,1619.45,6.58,8381.63,6698.03,66,12,4,1,2,0.012,3,34654.63
024351,2435,81046.4,40217.36,551.34,2976.92,-37240.44,0.0,646.17,7909.22,2987.99,81,13,2,1,3,0.4962,3,41072.76
024361,2436,47449.71,34545.4,35375.86,77345.67,42800.27,0.0,997.05,7591.15,2284.12,47,14,2,2,2,0.728,3,8503.68
024371,2437,58786.92,45094.57,1645.63,543618.12,498523.54,0.0,916.21,8569.04,7036.83,75,15,2,1,0,0.7671,1,15878.25
024381,2438,139168.74,98651.97,132459.12,147858.34,49206.37,1961.3,1720.79,9594.0,4867.03,38,17,5,1,1,0.7089,3,10502.56
024391,2439,44663.51,12971.79,2799.55,5342.13,-7629.66,0.0,181.69,1721.13,5347.71,52,12,5,2,3,0.2904,3,24345.11
024401,2440,15585.26,315.97,31816.87,600105.94,599789.97,3149.46,5.69,2460.29,5189.17,34,14,1,2,1,0.0203,3,3188.36
024411,2441,319536.09,18240.71,54.91,29402.57,11161.86,3318.87,426.06,5437.72,3006.87,68,14,4,1,2,0.0571,3,35644.57
024421,2442,229419.77,164318.89,592.74,59069.96,-105248.94,514.76,4200.51,7957.14,2748.28,51,14,1,2,2,0.7162,1,4984.58
024431,2443,20680.85,5739.49,2897.22,198222.19,192482.7,1811.59,121.94,6577.39,1598.16,53,15,4,1,3,0.2775,2,11779.0
024441,2444,123098.12,48416.41,127.05,131363.92,82947.51,0.0,1198.69,6581.76,4953.42,74,14,1,2,1,0.3933,1,42927.79
024451,2445,42079.78,7528.41,14495.48,199062.63,191534.22,4583.27,54.28,5109.17,4270.83,65,14,4,2,2,0.1789,3,41436.97
024461,2446,83879.67,14282.23,8632.8,239741.51,225459.28,444.89,76.54,4307.57,4791.91,85,17,3,1,2,0.1703,3,32034.2
024471,2447,86232.44,82621.51,825.93,5188.55,-77432.96,2324.31,1930.06,5805.4,0.0,47,16,1,1,3,0.9581,1,36627.95
024481,2448,53585.46,1771.79,4775.6,11951.46,10179.67,0.0,20.45,5491.02,5361.57,49,14,3,2,2,0.0331,2,29129.76
024491,2449,32683.02,11358.58,20987.01,367874.06,356515.48,6689.67,306.02,5101.24,2581.01,58,12,1,1,1,0.3475,1,21433.6
024501,2450,35543.52,35541.96,111.55,18646.09,-16895.87,5738.47,653.84,7258.1,0.0,49,17,1,1,2,1.0,2,14310.37
024511,2451,29010.91,46308.44,496.57,22326.37,-23982.07,1409.94,785.53,5980.12,901.79,47,15,2,1,1,1.5962,1,45702.17
024521,2452,31299.58,15061.75,2688.78,11695.59,-3366.16,0.0,366.31,6884.59,2497.64,43,16,5,2,2,0.4812,1,45232.71
024531,2453,62288.96,5810.73,5129.19,37745.84,31935.11,0.0,136.71,5776.59,2066.53,72,10,5,1,3,0.0933,3,45062.71
024541,2454,34745.87,13159.57,4422.67,39877.9,26718.32,5714.27,297.5,7372.7,3525.49,53,16,4,2,2,0.3787,3,45880.32
024551,2455,122252.87,58284.81,24360.8,39034.46,-19250.36,8080.39,1296.69,3791.28,4417.07,57,15,5,1,1,0.4768,2,38928.11
024561,2456,252337.19,4201.93,11602.55,23939.77,19737.84,8293.92,75.15,3171.46,3271.06,35,15,2,2,2,0.0167,3,45139.96
024571,2457,39259.63,2515.17,17222.0,113789.22,111274.04,823.57,70.83,5326.35,2555.07,38,11,2,1,3,0.0641,2,43938.1
024581,2458,82081.18,13436.05,402.71,18230.19,4794.14,0.0,366.35,7529.05,3783.78,43,15,5,1,3,0.1637,1,15510.98
024591,2459,103747.63,71115.73,6378.47,30492.07,-40623.65,0.0,941.23,5275.58,3811.65,50,10,1,1,3,0.6855,1,42698.24
024601,2460,101194.74,81916.59,2827.49,5081.76,-76834.84,2484.94,2057.53,10067.93,6037.52,22,10,5,2,2,0.8095,3,29368.01
024611,2461,70852.8,2963.75,68304.39,1164438.79,1161475.04,1189.93,80.84,3962.02,2278.38,77,12,3,2,2,0.0418,3,27429.49
024621,2462,129109.24,6823.3,6727.19,252640.91,245817.61,3460.31,139.58,5612.66,3277.83,78,9,2,2,1,0.0528,3,8792.39
024631,2463,102132.27,102675.88,1473.95,29977.7,-72698.18,192.01,1939.49,2327.01,6795.67,60,12,1,1,3,1.0053,3,43020.43
024641,2464,21722.5,4884.31,22799.69,38342.89,33458.59,145.08,106.46,8955.74,1060.98,42,15,1,2,1,0.2249,3,17928.22
024651,2465,144674.32,114224.66,13547.21,74407.32,-39817.34,0.0,1036.76,5759.1,2770.0,45,16,3,1,1,0.7895,2,12888.13
024661,2466,147054.97,70227.52,1120.04,59527.54,-10699.98,646.44,504.49,1291.73,1671.17,65,12,2,1,3,0.4776,2,41939.7
024671,2467,33291.0,699.32,2624.69,11455.93,10756.61,3803.47,17.84,5368.62,991.76,40,16,2,1,2,0.021,3,4240.26
024681,2468,68469.53,65877.36,2706.46,4011.77,-61865.59,8870.79,1273.62,1200.0,3950.55,57,14,1,2,2,0.9621,1,12344.76
024691,2469,122393.44,57289.04,44776.11,71973.77,14684.73,3250.82,461.9,8438.69,6160.78,79,17,2,2,3,0.4681,1,26100.04
024701,2470,54809.43,22696.6,7085.71,12824.12,-9872.47,3190.76,349.71,4178.1,7695.37,47,11,3,1,2,0.4141,1,44788.63
024711,2471,173803.43,56068.76,18182.38,95607.76,39539.0,19.85,698.38,6081.1,3415.84,56,10,2,1,2,0.3226,1,23355.6
024721,2472,555422.99,137181.43,2022.54,80230.16,-56951.27,2154.02,3688.39,4518.95,4509.64,81,16,1,1,0,0.247,1,11104.57
024731,2473,32617.77,714.75,8978.97,22886.43,22171.69,0.0,12.64,5600.07,4582.88,43,13,2,2,2,0.0219,1,26004.15
024741,2474,19092.67,3687.39,51330.97,78183.73,74496.33,0.0,71.67,7606.73,3087.93,67,14,1,1,2,0.1931,3,32556.07
024751,2475,86980.28,14331.6,2565.89,845431.28,831099.68,0.0,155.96,5189.33,6061.23,66,14,1,2,3,0.1648,1,44032.6
024761,2476,126678.32,45387.56,6046.76,197556.28,152168.72,0.0,1133.63,7114.5,3171.0,81,16,3,1,2,0.3583,3,40914.76
024771,2477,53756.52,7307.1,422.44,30804.9,23497.81,0.0,206.44,1200.0,5671.83,74,10,3,2,2,0.1359,2,39555.44
024781,2478,244735.81,176414.66,1238.92,1864686.73,1688272.07,981.32,4377.26,3453.9,2786.9,66,14,2,2,3,0.7208,3,26132.36
024791,2479,19836.02,11874.36,2691.9,12634.6,760.24,696.15,205.68,6104.48,1193.84,59,13,3,1,2,0.5986,2,45702.74
024801,2480,123454.35,34016.5,728.14,18421.73,-15594.77,1239.86,880.25,4562.82,1318.32,37,12,3,1,1,0.2755,2,44293.14
024811,2481,38358.26,595.93,53079.85,103807.62,103211.69,195.72,5.78,8347.7,263.08,61,12,1,2,3,0.0155,1,38781.68
024821,2482,310966.39,100013.38,1087.45,7111.34,-92902.04,0.0,783.64,7673.89,6026.95,39,17,1,1,3,0.3216,1,40294.27
024831,2483,397624.68,220815.76,20256.63,898310.96,677495.2,7947.91,3523.22,8726.75,6054.37,48,12,1,1,3,0.5553,3,45573.18
024841,2484,33190.17,3710.21,6879.53,85684.24,81974.03,0.0,35.39,6197.07,2071.36,63,14,5,1,1,0.1118,3,19119.61
024851,2485,40352.09,21602.58,5195.42,23503.12,1900.54,4336.03,247.98,4513.08,1364.85,61,14,1,1,2,0.5354,1,47847.57
024861,2486,143433.83,187006.75,71331.59,188536.66,1529.91,0.0,3670.55,7224.89,1947.25,46,15,4,2,3,1.3038,1,9188.95
024871,2487,46703.87,25951.51,84.01,74623.46,48671.95,1421.33,391.8,3890.61,3856.03,33,14,4,2,1,0.5557,2,44285.23
024881,2488,63521.26,32854.74,3452.42,41364.44,8509.69,0.0,875.48,5419.28,1628.24,51,15,4,2,3,0.5172,1,13678.62
024891,2489,67700.55,5865.74,702.97,10474.49,4608.76,0.0,62.41,6816.23,4599.74,39,13,2,1,1,0.0866,2,29154.53
024901,2490,11758.06,14023.61,143.95,7088.29,-6935.32,4980.73,419.58,4589.48,2891.78,38,15,3,1,3,1.1927,3,30009.5
024911,2491,65352.18,24138.58,572.2,1592094.43,1567955.85,253.6,337.57,10777.53,5667.5,42,14,1,1,3,0.3694,3,47006.88
024921,2492,35569.54,22299.77,5069.65,12940.32,-9359.45,0.0,398.83,7441.5,4848.92,63,12,1,1,2,0.6269,1,15802.97
024931,2493,42454.55,2588.29,1331.92,765809.73,763221.43,0.0,21.5,4161.44,1255.88,51,16,2,1,1,0.061,3,22803.11
024941,2494,242624.15,180518.64,24683.85,41546.58,-138972.05,4183.09,3516.95,7916.3,978.92,45,16,4,2,3,0.744,3,9773.47
024951,2495,21357.19,3314.31,3344.52,199183.65,195869.34,0.0,96.22,9265.9,3915.21,78,15,3,1,0,0.1552,1,28604.99
024961,2496,137569.52,162152.05,2739.34,123088.16,-39063.9,1290.97,3848.67,2983.77,3136.19,63,14,4,1,0,1.1787,1,21376.38
024971,2497,51479.21,36385.55,2761.4,165211.81,128826.26,0.0,403.93,8559.54,6048.08,51,12,5,2,3,0.7068,1,23901.09
024981,2498,51442.29,31137.77,4116.3,183632.62,152494.85,1924.96,500.24,3475.97,4279.73,47,16,3,2,3,0.6053,3,6284.47
024991,2499,134771.32,96948.75,2314.01,7652.25,-89296.49,889.66,1515.87,5982.6,2584.49,71,10,2,2,2,0.7194,1,42170.95
025001,2500,89863.41,15280.63,1061.82,22770.8,7490.16,6633.22,113.82,6350.01,6862.96,32,13,5,2,3,0.17,3,19603.24
025011,2501,110586.32,49558.61,29159.41,36851.34,-12707.27,359.89,1345.33,4682.18,2642.54,61,16,1,1,3,0.4481,3,32917.29
025021,2502,158160.59,73161.4,1598.19,81133.12,7971.73,0.0,1063.5,4675.74,822.87,20,14,1,2,0,0.4626,2,32723.89
025031,2503,49110.22,40251.23,2464.27,10689.68,-29561.55,466.14,698.62,4288.04,3088.43,18,13,1,2,1,0.8196,3,32904.41
025041,2504,38138.78,18828.74,10645.89,13712.81,-5115.93,536.1,231.24,4919.45,1888.54,81,16,3,1,3,0.4937,2,14000.32
025051,2505,24918.47,41595.35,8723.14,50654.28,9058.92,2316.85,366.45,4011.75,5474.62,52,17,5,2,1,1.6693,3,7924.97
025061,2506,31480.72,3895.67,984.18,3162.66,-733.01,2941.41,107.34,8226.1,1241.4,42,12,3,1,1,0.1237,1,6312.24
025071,2507,940516.98,449217.33,19129.13,107394.87,-341822.46,1785.94,2666.08,3059.04,5198.11,69,10,2,2,2,0.4776,3,29749.64
025081,2508,202847.88,236111.45,12936.48,22014.0,-214097.45,685.11,3540.96,9595.73,2979.01,87,14,3,1,3,1.164,3,7447.73
025091,2509,19614.67,16759.67,6770.67,23739.44,6979.78,425.35,389.95,5732.97,330.38,21,12,3,1,1,0.8544,2,21710.16
025101,2510,20126.4,6176.83,2261.15,4218.56,-1958.27,2032.72,78.58,1810.38,4352.69,21,15,4,1,2,0.3069,2,44182.19
025111,2511,102097.09,7536.0,2363.47,713879.56,706343.56,2500.56,121.71,7545.62,5873.01,74,14,2,2,2,0.0738,3,6629.16
025121,2512,108286.78,16626.01,3417.84,10089.53,-6536.48,1087.05,317.76,5223.34,3704.97,54,14,2,1,1,0.1535,3,33584.42
025131,2513,108444.68,63823.18,535.23,35218.0,-28605.18,747.08,1906.85,3614.36,3118.45,76,13,1,2,2,0.5885,1,23140.71
025141,2514,52603.6,41068.07,4579.37,8653.42,-32414.66,252.08,983.89,5317.41,7217.39,62,12,3,1,3,0.7807,2,43410.49
025151,2515,59106.2,37255.04,24484.21,41578.47,4323.44,79.79,1087.02,4451.59,5899.86,50,12,4,2,3,0.6303,3,37919.3
025161,2516,88884.37,6090.29,23800.65,852599.42,846509.14,335.26,135.99,8574.87,5042.49,32,13,2,1,2,0.0685,1,8570.23
025171,2517,71489.35,10050.95,2476.17,96022.78,85971.83,4065.31,117.86,4438.68,0.0,46,15,2,2,1,0.1406,2,16741.53
025181,2518,8978.87,4247.62,33367.91,53590.46,49342.84,0.0,51.77,3351.18,2104.31,69,12,2,1,0,0.4731,2,32938.01
025191,2519,53808.16,18086.12,151846.92,208729.24,190643.11,0.0,462.31,4582.28,3072.75,37,12,3,2,0,0.3361,2,11067.26
025201,2520,30752.73,342.21,2781.72,28608.35,28266.15,0.0,5.37,4014.98,4426.24,64,13,2,1,3,0.0111,3,40679.6
025211,2521,77473.43,144030.87,17064.0,69187.4,-74843.47,2304.05,2053.25,8154.46,5292.02,37,17,3,2,3,1.8591,1,14440.48
025221,2522,971632.67,802919.78,83.68,182820.65,-620099.13,1679.46,22985.47,6402.36,1417.05,50,10,5,1,3,0.8264,1,42028.05
025231,2523,92109.51,16202.65,510.47,36947.95,20745.29,351.9,86.37,3066.85,4658.97,26,12,2,2,2,0.1759,3,15577.86
025241,2524,49902.35,20506.66,5790.75,89072.71,68566.05,4219.09,371.67,3887.89,1171.08,49,12,1,2,0,0.4109,1,13219.02
025251,2525,151694.11,19956.31,802.62,86172.04,66215.73,0.0,486.47,5109.46,4921.82,58,17,5,1,3,0.1316,3,47256.1
025261,2526,102172.63,23316.75,193022.82,229731.97,206415.22,1506.24,545.71,2314.82,1294.07,55,13,1,1,3,0.2282,1,32913.89
025271,2527,96575.95,494.06,14417.29,34270.3,33776.24,0.0,7.01,3784.51,5985.07,47,14,5,1,2,0.0051,3,28370.54
025281,2528,114252.42,22138.84,27959.07,55193.17,33054.33,0.0,407.16,6648.42,4008.65,45,12,4,1,3,0.1938,2,5282.99
025291,2529,421211.01,530594.62,4664.58,175555.01,-355039.61,4201.78,2726.96,9629.15,2731.85,39,8,2,1,3,1.2597,1,16236.26
025301,2530,23913.55,2089.87,807.73,194422.37,192332.5,0.0,38.39,2324.59,4107.23,67,12,3,2,3,0.0874,1,8812.93
025311,2531,101343.28,6055.44,1931.67,12796.74,6741.3,0.0,119.66,11453.25,2190.91,68,15,1,1,0,0.0598,2,10497.29
025321,2532,28746.09,15489.49,7768.91,48246.99,32757.51,0.0,416.2,6749.8,3545.21,51,15,1,2,3,0.5388,3,15339.81
025331,2533,109093.59,58328.15,1558.93,20912.21,-37415.94,7016.53,598.94,3731.13,1503.74,45,16,2,1,3,0.5347,1,9384.7
025341,2534,28945.85,25187.68,16451.07,215226.03,190038.36,1806.49,645.53,9054.53,4093.37,59,16,2,1,3,0.8702,1,45280.06
025351,2535,45450.08,10547.93,17686.32,47217.31,36669.38,0.0,242.09,6836.79,2994.97,54,11,5,1,3,0.2321,3,6991.67
025361,2536,50737.42,28411.47,4959.03,1630556.09,1602144.63,0.0,615.13,7691.86,3087.24,61,10,3,2,2,0.56,2,43389.68
025371,2537,159250.71,146002.99,183.8,83204.57,-62798.42,0.0,2169.56,7650.7,3416.08,41,16,4,1,0,0.9168,1,25521.55
025381,2538,151237.84,6675.12,107647.03,460213.58,453538.46,0.0,94.69,8150.66,1721.07,69,13,1,2,3,0.0441,3,10351.36
025391,2539,21565.59,4081.58,3351.59,16421.7,12340.12,3321.65,92.17,3498.13,7655.78,42,17,4,2,1,0.1893,1,27774.95
025401,2540,69524.93,25651.94,644801.61,705737.84,680085.9,5790.55,763.29,7614.1,3091.6,47,17,1,1,3,0.369,3,43472.62
025411,2541,34939.67,13162.16,15907.79,166790.74,153628.58,3537.88,199.19,6106.82,5697.55,29,11,3,1,2,0.3767,3,44827.69
025421,2542,21318.82,20450.9,3368.02,16076.82,-4374.08,1455.52,571.91,7161.79,1170.97,74,15,4,1,0,0.9593,1,19723.01
025431,2543,54430.76,59553.8,11004.72,72734.02,13180.23,4380.47,1171.04,4649.22,0.0,59,10,2,1,2,1.0941,1,34496.84
025441,2544,50129.53,15463.92,129.71,290173.89,274709.97,6860.13,412.95,4706.23,4014.39,37,13,1,2,3,0.3085,2,6096.92
025451,2545,587742.87,26452.84,31165.17,67802.57,41349.73,1948.9,275.9,4841.28,5631.97,74,16,2,1,0,0.045,1,26465.82
025461,2546,97700.68,2140.37,499066.3,515753.06,513612.69,13.53,51.49,7462.44,5930.32,63,14,4,1,0,0.0219,2,13667.51
025471,2547,19151.65,15458.68,114.36,894989.24,879530.56,6383.83,399.97,5831.66,5367.44,48,9,4,1,2,0.8072,2,17046.1
025481,2548,39803.23,9880.87,2929.72,13255.33,3374.46,0.0,254.97,4921.65,3077.6,88,12,3,2,0,0.2482,2,24809.76
025491,2549,165917.34,69205.77,4065.9,79713.12,10507.35,405.14,1703.69,5325.58,4651.82,43,10,3,1,3,0.4171,1,45938.82
025501,2550,433478.94,12627.08,23751.75,44445.47,31818.39,1103.11,159.16,8501.49,2226.95,27,13,4,1,3,0.0291,2,41701.13
025511,2551,15876.81,4402.3,217674.52,232361.97,227959.68,1434.03,79.46,6988.18,2276.1,65,15,1,1,2,0.2773,2,20974.83
025521,2552,12186.3,6379.21,9790.7,191922.45,185543.24,4818.98,79.69,6916.72,3938.06,67,15,4,1,0,0.5235,3,25446.56
025531,2553,356421.27,126157.72,232170.03,276159.09,150001.37,1478.88,1712.48,6532.74,3974.11,23,15,4,1,2,0.354,2,44084.17
025541,2554,93962.66,31626.44,6679.37,116744.73,85118.29,0.0,396.29,8143.6,2439.76,71,13,2,2,3,0.3366,3,6877.36
025551,2555,30288.9,51359.22,11076.3,13109.33,-38249.89,0.0,621.74,3884.48,3864.88,68,12,2,1,2,1.6956,1,39502.07
025561,2556,107062.3,13698.38,8873.49,136221.61,122523.23,3337.11,305.96,7771.99,5782.85,81,10,5,1,3,0.1279,1,10954.43
025571,2557,6172.3,997.81,44202.63,64517.46,63519.65,5049.59,21.21,6152.79,1726.44,28,17,4,2,3,0.1617,2,16102.46
025581,2558,66372.49,4528.28,2298.06,5873.07,1344.79,0.0,45.77,4134.15,4846.18,57,11,5,1,2,0.0682,2,13225.39
025591,2559,88879.7,38898.17,21437.91,1033104.21,994206.04,270.01,866.96,5961.55,771.69,36,12,3,1,3,0.4376,3,28908.69
025601,2560,152031.52,6571.7,536.23,148026.92,141455.21,0.0,80.68,5450.76,138.34,46,9,1,1,2,0.0432,3,13809.94
025611,2561,26568.82,24225.05,2945.08,87142.21,62917.17,386.9,243.29,6682.61,4105.41,39,12,1,1,3,0.9118,3,24456.2
025621,2562,71476.1,34564.31,1562.22,391650.47,357086.16,0.0,818.53,7801.19,3370.82,49,16,4,1,2,0.4836,2,4226.57
025631,2563,28770.85,13128.28,5757.92,92557.22,79428.94,4523.13,184.74,3740.68,3730.66,28,12,3,2,2,0.4563,2,17863.41
025641,2564,83270.15,81666.59,2782.36,20853.64,-60812.95,1549.58,1570.76,9435.08,3698.22,41,15,1,2,2,0.9807,1,36424.4
025651,2565,29560.32,22364.45,37716.04,83769.05,61404.61,2233.35,223.71,2638.62,5411.86,24,17,1,2,2,0.7566,3,23433.07
025661,2566,45830.69,23707.48,1010.7,22653.99,-1053.49,3261.67,482.27,4519.06,4563.83,51,16,1,2,1,0.5173,3,41696.97
025671,2567,27004.7,45600.21,217.81,28485.39,-17114.82,1537.62,465.11,9941.97,4436.73,40,12,1,1,1,1.6886,2,24608.84
025681,2568,118898.16,64659.29,427.04,9503.55,-55155.74,157.46,593.05,3030.06,6266.76,56,13,5,1,2,0.5438,2,44169.63
025691,2569,143287.16,82266.6,29422.13,43396.35,-38870.25,874.04,1206.29,4816.49,5306.22,49,16,5,1,1,0.5741,3,21542.39
025701,2570,53575.2,77878.71,858.17,229950.02,152071.31,648.28,1927.62,4443.56,3859.05,37,17,4,1,3,1.4536,2,19972.75
025711,2571,68488.03,42876.89,10057.96,108587.65,65710.76,11368.62,403.62,1200.0,5611.3,27,15,1,1,0,0.626,1,15069.74
025721,2572,17966.56,15153.79,2891.07,31046.08,15892.29,4035.52,120.1,5779.66,2948.41,66,12,1,2,3,0.8434,3,24707.25
025731,2573,50528.41,13652.96,21669.03,34478.66,20825.7,0.0,79.07,6887.91,3001.3,59,11,1,1,1,0.2702,1,42052.9
025741,2574,63247.81,12892.69,3244.19,35838.88,22946.19,0.0,198.54,6881.83,6129.3,21,14,1,1,0,0.2038,2,36550.93
025751,2575,699914.72,2446.33,711995.83,716785.54,714339.21,369.39,29.48,4810.12,3045.51,88,12,1,2,3,0.0035,1,11113.0
025761,2576,24324.26,1828.35,149733.25,222132.11,220303.76,0.0,22.49,2033.92,4309.71,59,12,5,1,3,0.0752,2,46491.64
025771,2577,247152.17,106053.46,2786.72,250049.57,143996.11,8725.86,3133.73,4594.25,4203.5,35,15,5,1,1,0.4291,3,23993.81
025781,2578,162295.32,27361.45,2177.99,2087552.44,2060191.0,0.0,269.59,4181.24,3810.14,73,14,1,2,1,0.1686,3,13451.45
025791,2579,85184.33,53782.45,1380818.6,1392261.36,1338478.9,7237.1,885.3,6494.06,7101.15,76,11,1,1,1,0.6314,3,47138.86
025801,2580,322145.45,142573.42,704.91,232986.04,90412.62,0.0,4228.61,4842.75,3253.81,55,12,1,1,2,0.4426,3,23711.71
025811,2581,92493.62,57519.09,4451.33,25178.13,-32340.97,720.99,331.62,6778.02,7046.4,77,8,4,1,2,0.6219,2,11165.52
025821,2582,93924.19,63222.33,5117.43,16135.76,-47086.57,323.53,1417.22,2107.17,1348.97,21,12,4,1,2,0.6731,3,41696.21
025831,2583,63082.04,1818.71,4894.13,15905.16,14086.45,4431.93,25.97,7215.11,3405.29,83,16,3,1,3,0.0288,2,26514.95
025841,2584,199030.23,4029.71,214.93,74161.91,70132.2,1898.47,111.43,6969.61,3020.54,23,16,5,1,3,0.0202,2,12249.05
025851,2585,177517.12,82097.7,12014.68,26835.81,-55261.88,5358.95,2282.2,3739.44,5049.64,59,13,1,1,3,0.4625,2,34974.55
025861,2586,37680.22,23913.97,856.94,24951.26,1037.29,769.16,351.06,4497.55,785.71,43,15,1,2,2,0.6347,1,49153.35
025871,2587,20184.65,24923.64,65171.69,96099.09,71175.46,3404.91,262.61,5286.54,4263.5,22,13,1,2,1,1.2348,3,6962.56
025881,2588,55122.73,7647.38,357.55,20090.56,12443.18,0.0,120.06,8094.4,5349.59,81,16,1,1,2,0.1387,1,23417.25
025891,2589,32207.84,30933.41,5470.03,23166.54,-7766.86,282.11,901.17,5343.59,2845.61,30,12,3,1,3,0.9604,1,27118.61
025901,2590,62494.13,10448.41,91.01,1656.98,-8791.43,0.0,125.75,6603.49,2257.3,74,12,1,1,0,0.1672,1,34075.78
025911,2591,201530.16,39097.26,101.71,68317.4,29220.15,4964.9,1154.66,5928.08,2272.07,42,10,2,1,3,0.194,2,13738.87
025921,2592,43845.55,354.27,1084.82,67355.79,67001.52,3198.03,9.03,7755.64,4488.63,66,12,3,2,1,0.0081,2,11687.92
025931,2593,63669.38,12328.43,1398.59,19504.3,7175.88,544.44,144.07,6270.86,328.65,38,11,3,1,2,0.1936,3,37869.68
025941,2594,69718.46,15256.43,68755.19,171558.87,156302.44,0.0,378.0,3452.17,883.1,56,16,1,1,2,0.2188,2,34459.23
025951,2595,142000.77,26641.39,4568.47,491248.08,464606.7,4327.78,166.38,5417.53,3666.75,70,12,2,1,3,0.1876,1,14550.88
025961,2596,8758.67,8868.25,50328.78,112358.56,103490.31,1009.25,165.85,7947.36,4668.51,55,14,2,2,1,1.0125,3,5672.38
025971,2597,38329.29,5223.86,2480.92,442858.01,437634.15,0.0,72.79,6594.52,4050.42,41,16,5,1,1,0.1363,1,40606.99
